Name,Label,Codes,Type,Description,Study,Dataset
A1POCCP,Respondent last occupation,"3, LEGISLATORS | 4, CHIEF EXECUTIVES AND GENERAL ADMINISTRATORS, PUBLIC ADMIN | 5, ADMINISTRATORS AND OFFICIALS, PUBLIC ADMINISTRATION | 6, ADMINISTRATORS, PROTECTIVE SERVICES | 7, FINANCIAL MANAGERS | 8, PERSONNEL AND LABOR RELATIONS MANAGERS | 9, PURCHASING MANAGERS | 13, MANAGERS, MARKETING, ADVERTISING, AND PUBLIC RELATIONS | 14, ADMINISTRATORS, EDUCATION AND RELATED FIELDS | 15, MANAGERS, MEDICINE AND HEALTH | 16, MANAGERS, PROPERTIES AND REAL ESTATE | 17, POSTMASTERS AND MAIL SUPERINTENDENTS | 18, FUNERAL DIRECTORS | 19, MANAGERS AND ADMINISTRATORS, N.E.C. | 23, ACCOUNTANTS AND AUDITORS | 24, UNDERWRITERS | 25, OTHER FINANCIAL OFFICERS | 26, MANAGEMENT ANALYSTS | 27, PERSONNEL, TRAINING, AND LABOR RELATIONS SPECIALISTS | 28, PURCHASING AGENTS AND BUYERS, FARM PRODUCTS | 29, BUYERS, WHOLESALE AND RETAIL TRADE EXCEPT FARM PRODUCTS | 33, PURCHASING AGENTS AND BUYERS, N.E.C. | 34, BUSINESS AND PROMOTION AGENTS | 35, CONSTRUCTION INSPECTORS | 36, INSPECTORS AND COMPLIANCE OFFICERS, EXC. CONSTRUCTION | 37, MANAGEMENT RELATED OCCUPATIONS, N.E.C. | 43, ARCHITECTS | 44, AEROSPACE ENGINEERS | 45, METALLURGICAL AND MATERIALS ENGINEERS | 46, MINING ENGINEERS | 47, PETROLEUM ENGINEERS | 48, CHEMICAL ENGINEERS | 49, NUCLEAR ENGINEERS | 53, CIVIL ENGINEERS | 54, AGRICULTURAL ENGINEERS | 55, ELECTRICAL AND ELECTRONIC ENGINEERS | 56, INDUSTRIAL ENGINEERS | 57, MECHANICAL ENGINEERS | 58, MARINE AND NAVAL ARCHITECTS ENGINEERS | 59, ENGINEERS, N.E.C. | 63, SURVEYORS AND MAPPING SCIENTISTS | 64, COMPUTER SYSTEMS ANALYSTS AND SCIENTISTS | 65, OPERATIONS AND SYSTEMS RESEARCHERS AND ANALYSTS | 66, ACTUARIES | 67, STATISTICIANS | 68, MATHEMATICAL SCIENTISTS, N.E.C. | 69, PHYSICISTS AND ASTRONOMERS | 73, CHEMISTS, EXCEPT BIOCHEMISTS | 74, ATMOSPHERIC AND SPACE SCIENTISTS | 75, GEOLOGISTS AND GEODESISTS | 76, PHYSICAL SCIENTISTS, N.E.C. | 77, AGRICULTURAL AND FOOD SCIENTISTS | 78, BIOLOGICAL AND LIFE SCIENTISTS | 79, FORESTRY AND CONSERVATION SCIENTISTS | 83, MEDICAL SCIENTISTS | 84, PHYSICIANS | 85, DENTISTS | 86, VETERINARIANS | 87, OPTOMETRISTS | 88, PODIATRISTS | 89, HEALTH DIAGNOSING PRACTITIONERS, N.E.C. | 95, REGISTERED NURSES | 96, PHARMACISTS | 97, DIETITIANS | 98, INHALATION THERAPISTS | 99, OCCUPATIONAL THERAPISTS | 103, PHYSICAL THERAPISTS | 104, SPEECH THERAPISTS | 105, THERAPISTS, N.E.C. | 106, PHYSICIANS' ASSISTANTS | 113, EARTH, ENVIRONMENTAL, AND MARINE SCIENCE TEACHERS | 114, BIOLOGICAL SCIENCE TEACHERS | 115, CHEMISTRY TEACHERS | 116, PHYSICS TEACHERS | 117, NATURAL SCIENCE TEACHERS, N.E.C. | 118, PSYCHOLOGY TEACHERS | 119, ECONOMICS TEACHERS | 123, HISTORY TEACHERS | 124, POLITICAL SCIENCE TEACHERS | 125, SOCIOLOGY TEACHERS | 126, SOCIAL SCIENCE TEACHERS, N.E.C. | 127, ENGINEERING TEACHERS | 128, MATHEMATICAL SCIENCE TEACHERS | 129, COMPUTER SCIENCE TEACHERS | 133, MEDICAL SCIENCE TEACHERS | 134, HEALTH SPECIALTIES TEACHERS | 135, BUSINESS, COMMERCE, AND MARKETING TEACHERS | 136, AGRICULTURE AND FORESTRY TEACHERS | 137, ART, DRAMA, AND MUSIC TEACHERS | 138, PHYSICAL EDUCATION TEACHERS | 139, EDUCATION TEACHERS | 143, ENGLISH TEACHERS | 144, FOREIGN LANGUAGE TEACHERS | 145, LAW TEACHERS | 146, SOCIAL WORK TEACHERS | 147, THEOLOGY TEACHERS | 148, TRADE AND INDUSTRIAL TEACHERS | 149, HOME ECONOMICS TEACHERS | 153, TEACHERS, POSTSECONDARY, N.E.C. | 154, POSTSECONDARY TEACHERS, SUBJECT NOT SPECIFIED | 155, TEACHERS, PREKINDERGARTEN AND KINDERGARTEN | 156, TEACHERS, ELEMENTARY SCHOOL | 157, TEACHERS, SECONDARY SCHOOL | 158, TEACHERS, SPECIAL EDUCATION | 159, TEACHERS, N.E.C. | 163, COUNSELORS, EDUCATIONAL AND VOCATIONAL | 164, LIBRARIANS | 165, ARCHIVISTS AND CURATORS | 166, ECONOMISTS | 167, PSYCHOLOGISTS | 168, SOCIOLOGISTS | 169, SOCIAL SCIENTISTS, N.E.C. | 173, URBAN PLANNERS | 174, SOCIAL WORKERS | 175, RECREATION WORKERS | 176, CLERGY | 177, RELIGIOUS WORKERS, N.E.C. | 178, LAWYERS | 179, JUDGES | 183, AUTHORS | 184, TECHNICAL WRITERS | 185, DESIGNERS | 186, MUSICIANS AND COMPOSERS | 187, ACTORS AND DIRECTORS | 188, PAINTERS, SCULPTORS, CRAFT-ARTISTS, AND ARTIST PRINT-MAKERS | 189, PHOTOGRAPHERS | 193, DANCERS | 194, ARTISTS, PERFORMERS, AND RELATED WORKERS, N.E.C. | 195, EDITORS AND REPORTERS | 197, PUBLIC RELATIONS SPECIALISTS | 198, ANNOUNCERS | 199, ATHLETES | 203, CLINICAL LABORATORY TECHNOLOGISTS AND TECHNICIANS | 204, DENTAL HYGIENISTS | 205, HEALTH RECORD TECHNOLOGISTS AND TECHNICIANS | 206, RADIOLOGIC TECHNICIANS | 207, LICENSED PRACTICAL NURSES | 208, HEALTH TECHNOLOGISTS AND TECHNICIANS, N.E.C. | 213, ELECTRICAL AND ELECTRONIC TECHNICIANS | 214, INDUSTRIAL ENGINEERING TECHNICIANS | 215, MECHANICAL ENGINEERING TECHNICIANS | 216, ENGINEERING TECHNICIANS, N.E.C. | 217, DRAFTING OCCUPATIONS | 218, SURVEYING AND MAPPING TECHNICIANS | 223, BIOLOGICAL TECHNICIANS | 224, CHEMICAL TECHNICIANS | 225, SCIENCE TECHNICIANS, N.E.C. | 226, AIRPLANE PILOTS AND NAVIGATORS | 227, AIR TRAFFIC CONTROLLERS | 228, BROADCAST EQUIPMENT OPERATORS | 229, COMPUTER PROGRAMMERS | 233, TOOL PROGRAMMERS, NUMERICAL CONTROL | 234, LEGAL ASSISTANTS | 235, TECHNICIANS, N.E.C. | 243, SUPERVISORS AND PROPRIETORS, SALES OCCUPATIONS | 253, INSURANCE SALES OCCUPATIONS | 254, REAL ESTATE SALES OCCUPATIONS | 255, SECURITIES AND FINANCIAL SERVICES SALES OCCUPATIONS | 256, ADVERTISING AND RELATED SALES OCCUPATIONS | 257, SALES OCCUPATIONS, OTHER BUSINESS SERVICES | 258, SALES ENGINEERS | 259, SALES REPRESENTATIVES, MINING, MANUFACTURING, AND WHOLESALE | 263, SALES WORKERS, MOTOR VEHICLES AND BOATS | 264, SALES WORKERS, APPAREL | 265, SALES WORKERS, SHOES | 266, SALES WORKERS, FURNITURE AND HOME FURNISHINGS | 267, SALES WORKERS, RADIO, TV, HI-FI, AND APPLIANCES | 268, SALES WORKERS, HARDWARE AND BUILDING SUPPLIES | 269, SALES WORKERS, PARTS | 274, SALES WORKERS, OTHER COMMODITIES | 275, SALES COUNTER CLERKS | 276, CASHIERS | 277, STREET AND DOOR-TO-DOOR SALES WORKERS | 278, NEWS VENDORS | 283, DEMONSTRATORS, PROMOTERS AND MODELS, SALES | 284, AUCTIONEERS | 285, SALES SUPPORT OCCUPATIONS, N.E.C. | 303, SUPERVISORS, GENERAL OFFICE | 304, SUPERVISORS, COMPUTER EQUIPMENT OPERATORS | 305, SUPERVISORS, FINANCIAL RECORDS PROCESSING | 306, CHIEF COMMUNICATIONS OPERATORS | 307, SUPERVISORS; DISTRIBUTION, SCHEDULING, AND ADJUSTING CLERKS | 308, COMPUTER OPERATORS | 309, PERIPHERAL EQUIPMENT OPERATORS | 313, SECRETARIES | 314, STENOGRAPHERS | 315, TYPISTS | 316, INTERVIEWERS | 317, HOTEL CLERKS | 318, TRANSPORTATION TICKET AND RESERVATION AGENTS | 319, RECEPTIONISTS | 323, INFORMATION CLERKS, N.E.C. | 325, CLASSIFIED-AD CLERKS | 326, CORRESPONDENCE CLERKS | 327, ORDER CLERKS | 328, PERSONNEL CLERKS, EXCEPT PAYROLL AND TIMEKEEPING | 329, LIBRARY CLERKS | 335, FILE CLERKS | 336, RECORDS CLERKS | 337, BOOKKEEPERS, ACCOUNTING, AND AUDITING CLERKS | 338, PAYROLL AND TIMEKEEPING CLERKS | 339, BILLING CLERKS | 343, COST AND RATE CLERKS | 344, BILLING, POSTING, AND CALCULATING MACHINE OPERATORS | 345, DUPLICATING MACHINE OPERATORS | 346, MAIL PREPARING AND PAPER HANDLING MACHINE OPERATORS | 347, OFFICE MACHINE OPERATORS, N.E.C. | 348, TELEPHONE OPERATORS | 349, TELEGRAPHERS | 353, COMMUNICATIONS EQUIPMENT OPERATORS, N.E.C. | 354, POSTAL CLERKS, EXC. MAIL CARRIERS | 355, MAIL CARRIERS, POSTAL SERVICE | 356, MAIL CLERKS, EXC. POSTAL SERVICE | 357, MESSENGERS | 359, DISPATCHERS | 363, PRODUCTION COORDINATORS | 364, TRAFFIC, SHIPPING, AND RECEIVING CLERKS | 365, STOCK AND INVENTORY CLERKS | 366, METER READERS | 368, WEIGHERS, MEASURERS, AND CHECKERS | 369, SAMPLERS | 373, EXPEDITERS | 374, MATERIAL RECORDING, SCHEDULING, & DISTRIBUTING CLERKS, N.E.C. | 375, INSURANCE ADJUSTERS, EXAMINERS, AND INVESTIGATORS | 376, INVESTIGATORS AND ADJUSTERS, EXCEPT INSURANCE | 377, ELIGIBILITY CLERKS, SOCIAL WELFARE | 378, BILL AND ACCOUNT COLLECTORS | 379, GENERAL OFFICE CLERKS | 383, BANK TELLERS | 384, PROOFREADERS | 385, DATA-ENTRY KEYERS | 386, STATISTICAL CLERKS | 387, TEACHERS AIDES | 389, ADMINISTRATIVE SUPPORT OCCUPATIONS, N.E.C. | 403, LAUNDERERS AND IRONERS | 404, COOKS, PRIVATE HOUSEHOLD | 405, HOUSEKEEPERS AND BUTLERS | 406, CHILD CARE WORKERS, PRIVATE HOUSEHOLD | 407, PRIVATE HOUSEHOLD CLEANERS AND SERVANTS | 413, SUPERVISORS, FIREFIGHTING AND FIRE PREVENTION OCCUPATIONS | 414, SUPERVISORS, POLICE AND DETECTIVES | 415, SUPERVISORS, GUARDS | 416, FIRE INSPECTION AND FIRE PREVENTION OCCUPATIONS | 417, FIREFIGHTING OCCUPATIONS | 418, POLICE AND DETECTIVES, PUBLIC SERVICE | 423, SHERIFFS, BAILIFFS, AND OTHER LAW ENFORCEMENT OFFICERS | 424, CORRECTIONAL INSTITUTION OFFICERS | 425, CROSSING GUARDS | 426, GUARDS AND POLICE, EXC. PUBLIC SERVICE | 427, PROTECTIVE SERVICE OCCUPATIONS, N.E.C. | 433, SUPERVISORS, FOOD PREPARATION AND SERVICE OCCUPATIONS | 434, BARTENDERS | 435, WAITERS AND WAITRESSES | 436, COOKS, EXCEPT SHORT ORDER | 437, SHORT-ORDER COOKS | 438, FOOD COUNTER, FOUNTAIN AND RELATED OCCUPATIONS | 439, KITCHEN WORKERS, FOOD PREPARATION | 443, WAITERS'/WAITRESSES' ASSISTANTS | 444, MISCELLANEOUS FOOD PREPARATION OCCUPATIONS | 445, DENTAL ASSISTANTS | 446, HEALTH AIDES, EXCEPT NURSING | 447, NURSING AIDES, ORDERLIES, AND ATTENDANTS | 448, SUPERVISORS, CLEANING AND BUILDING SERVICE WORKERS | 449, MAIDS AND HOUSEMEN | 453, JANITORS AND CLEANERS | 454, ELEVATOR OPERATORS | 455, PEST CONTROL OCCUPATIONS | 456, SUPERVISORS, PERSONAL SERVICE OCCUPATIONS | 457, BARBERS | 458, HAIRDRESSERS AND COSMETOLOGISTS | 459, ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES | 463, GUIDES | 464, USHERS | 465, PUBLIC TRANSPORTATION ATTENDANTS | 466, BAGGAGE PORTERS AND BELLHOPS | 467, WELFARE SERVICE AIDES | 468, CHILD CARE WORKERS, EXCEPT PRIVATE HOUSEHOLD | 469, PERSONAL SERVICE OCCUPATIONS, N.E.C. | 473, FARMERS, EXCEPT HORTICULTURAL | 474, HORTICULTURAL SPECIALTY FARMERS | 475, MANAGERS, FARMS, EXCEPT HORTICULTURAL | 476, MANAGERS, HORTICULTURAL SPECIALTY FARMS | 477, SUPERVISORS, FARM WORKERS | 479, FARM WORKERS | 483, MARINE LIFE CULTIVATION WORKERS | 484, NURSERY WORKERS | 485, SUPERVISORS, RELATED AGRICULTURAL OCCUPATIONS | 486, GROUNDSKEEPERS AND GARDENERS, EXCEPT FARM | 487, ANIMAL CARETAKERS, EXCEPT FARM | 488, GRADERS AND SORTERS, AGRICULTURAL PRODUCTS | 489, INSPECTORS, AGRICULTURAL PRODUCTS | 494, SUPERVISORS, FORESTRY AND LOGGING WORKERS | 495, FORESTRY WORKERS, EXCEPT LOGGING | 496, TIMBER CUTTING AND LOGGING OCCUPATIONS | 497, CAPTAINS AND OTHER OFFICERS, FISHING VESSELS | 498, FISHERS | 499, HUNTERS AND TRAPPERS | 503, SUPERVISORS, MECHANICS AND REPAIRERS | 505, AUTOMOBILE MECHANICS | 506, AUTOMOBILE MECHANIC APPRENTICES | 507, BUS, TRUCK, AND STATIONARY ENGINE MECHANICS | 508, AIRCRAFT ENGINE MECHANICS | 509, SMALL ENGINE REPAIRERS | 514, AUTOMOBILE BODY AND RELATED REPAIRERS | 515, AIRCRAFT MECHANICS, EXC. ENGINE | 516, HEAVY EQUIPMENT MECHANICS | 517, FARM EQUIPMENT MECHANICS | 518, INDUSTRY MACHINERY REPAIRERS | 519, MACHINERY MAINTENANCE OCCUPATIONS | 523, ELECTRONIC REPAIRERS, COMMUNICATIONS AND INDUSTRIAL EQUIPMENT | 525, DATA PROCESSING EQUIPMENT REPAIRERS | 526, HOUSEHOLD APPLIANCE AND POWER TOOL REPAIRERS | 527, TELEPHONE LINE INSTALLERS AND REPAIRERS | 529, TELEPHONE INSTALLERS AND REPAIRERS | 533, MISCELLANEOUS ELECTRICAL AND ELECTRONIC EQUIPMENT REPAIRERS | 534, HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS | 535, CAMERA, WATCH, AND MUSICAL INSTRUMENT REPAIRERS | 536, LOCKSMITHS AND SAFE REPAIRERS | 538, OFFICE MACHINE REPAIRERS | 539, MECHANICAL CONTROLS AND VALVE REPAIRERS | 543, ELEVATOR INSTALLERS AND REPAIRERS | 544, MILLWRIGHTS | 547, SPECIFIED MECHANICS AND REPAIRERS, N.E.C. | 549, NOT SPECIFIED MECHANICS AND REPAIRERS | 553, SUPERVISORS; BRICKMASONS, STONEMASONS, AND TILE SETTERS | 554, SUPERVISORS; CARPENTERS AND RELATED WORKERS | 555, SUPERVISORS; ELECTRICIANS AND POWER TRANSMISSION INSTALLERS | 556, SUPERVISORS; PAINTERS, PAPERHANGERS, AND PLASTERERS | 557, SUPERVISORS; PLUMBERS, PIPEFITTERS, AND STEAMFITTERS | 558, SUPERVISORS; N.E.C. | 563, BRICKMASONS AND STONEMASONS | 564, BRICKMASON AND STONEMASON APPRENTICES | 565, TILE SETTERS, HARD AND SOFT | 566, CARPET INSTALLERS | 567, CARPENTERS | 569, CARPENTER APPRENTICES | 573, DRYWALL INSTALLERS | 575, ELECTRICIANS | 576, ELECTRICIAN APPRENTICES | 577, ELECTRICAL POWER INSTALLERS AND REPAIRERS | 579, PAINTERS, CONSTRUCTION AND MAINTENANCE | 583, PAPERHANGERS | 584, PLASTERERS | 585, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS | 587, PLUMBER, PIPEFITTER, AND STEAMFITTER APPRENTICES | 588, CONCRETE AND TERRAZZO FINISHERS | 589, GLAZIERS | 593, INSULATION WORKERS | 594, PAVING, SURFACING, AND TAMPING EQUIPMENT OPERATORS | 595, ROOFERS | 596, SHEETMETAL DUCT INSTALLERS | 597, STRUCTURAL METAL WORKERS | 598, DRILLERS, EARTH | 599, CONSTRUCTION TRADES, N.E.C. | 613, SUPERVISORS, EXTRACTIVE OCCUPATIONS | 614, DRILLERS, OIL WELL | 615, EXPLOSIVES WORKERS | 616, MINING MACHINE OPERATORS | 617, MINING OCCUPATIONS, N.E.C. | 633, SUPERVISORS, PRODUCTION OCCUPATIONS | 634, TOOL AND DIE MAKERS | 635, TOOL AND DIE MAKER APPRENTICES | 636, PRECISION ASSEMBLERS, METAL | 637, MACHINISTS | 639, MACHINIST APPRENTICES | 643, BOILERMAKERS | 644, PRECISION GRINDERS, FILERS, AND TOOL SHARPENERS | 645, PATTERNMAKERS AND MODEL MAKERS, METAL | 646, LAY-OUT WORKERS | 647, PRECIOUS STONES AND METALS WORKERS (JEWELERS) | 649, ENGRAVERS, METAL | 653, SHEET METAL WORKERS | 654, SHEET METAL WORKER APPRENTICES | 655, MISCELLANEOUS PRECISION METAL WORKERS | 656, PATTERNMAKERS AND MODEL MAKERS, WOOD | 657, CABINET MAKERS AND BENCH CARPENTERS | 658, FURNITURE AND WOOD FINISHERS | 659, MISCELLANEOUS PRECISION WOODWORKERS | 666, DRESSMAKERS | 667, TAILORS | 668, UPHOLSTERERS | 669, SHOE REPAIRERS | 673, APPAREL AND FABRIC PATTERNMAKERS | 674, MISCELLANEOUS PRECISION APPAREL AND FABRIC WORKERS | 675, HAND MOLDERS AND SHAPERS, EXCEPT JEWELERS | 676, PATTERNMAKERS, LAY-OUT WORKERS, AND CUTTERS | 677, OPTICAL GOODS WORKERS | 678, DENTAL LABORATORY AND MEDICAL APPLIANCE TECHNICIANS | 679, BOOKBINDERS | 683, ELECTRICAL AND ELECTRONIC EQUIPMENT ASSEMBLERS | 684, MISCELLANEOUS PRECISION WORKERS, N.E.C. | 686, BUTCHERS AND MEAT CUTTERS | 687, BAKERS | 688, FOOD BATCHMAKERS | 689, INSPECTORS, TESTERS, AND GRADERS | 693, ADJUSTERS AND CALIBRATORS | 694, WATER AND SEWAGE TREATMENT PLANT OPERATORS | 695, POWER PLANT OPERATORS | 696, STATIONARY ENGINEERS | 699, MISCELLANEOUS PLANT AND SYSTEM OPERATORS | 703, LATHE AND TURNING MACHINE SET-UP OPERATORS | 704, LATHE AND TURNING MACHINE OPERATORS | 705, MILLING AND PLANING MACHINE OPERATORS | 706, PUNCHING AND STAMPING PRESS MACHINE OPERATORS | 707, ROLLING MACHINE OPERATORS | 708, DRILLING AND BORING MACHINE OPERATORS | 709, GRINDING, ABRADING, BUFFING, AND POLISHING MACHINE OPERATORS | 713, FORGING MACHINE OPERATORS | 714, NUMERICAL CONTROL MACHINE OPERATORS | 715, MISC. METAL, PLASTIC, STONE, & GLASS WORKING MACHINE OPERATORS | 717, FABRICATING MACHINE OPERATORS, N.E.C. | 719, MOLDING AND CASTING MACHINE OPERATORS | 723, METAL PLATING MACHINE OPERATORS | 724, HEAT TREATING EQUIPMENT OPERATORS | 725, MISCELLANEOUS METAL AND PLASTIC PROCESSING MACHINE OPERATORS | 726, WOOD LATHE, ROUTING, AND PLANING MACHINE OPERATORS | 727, SAWING MACHINE OPERATORS | 728, SHAPING AND JOINING MACHINE OPERATORS | 729, NAIL AND TACKING MACHINE OPERATORS | 733, MISCELLANEOUS WOODWORKING MACHINE OPERATORS | 734, PRINTING MACHINE OPERATORS | 735, PHOTOENGRAVERS AND LITHOGRAPHERS | 736, TYPESETTERS AND COMPOSITORS | 737, MISCELLANEOUS PRINTING MACHINE OPERATORS | 738, WINDING AND TWISTING MACHINE OPERATORS | 739, KNITTING, LOOPING, TAPING, AND WEAVING MACHINE OPERATORS | 743, TEXTILE CUTTING MACHINE OPERATORS | 744, TEXTILE SEWING MACHINE OPERATORS | 745, SHOE MACHINE OPERATORS | 747, PRESSING MACHINE OPERATORS | 748, LAUNDERING AND DRY CLEANING MACHINE OPERATORS | 749, MISCELLANEOUS TEXTILE MACHINE OPERATORS | 753, CEMENTING AND GLUING MACHINE OPERATORS | 754, PACKAGING AND FILLING MACHINE OPERATORS | 755, EXTRUDING AND FORMING MACHINE OPERATORS | 756, MIXING AND BLENDING MACHINE OPERATORS | 757, SEPARATING, FILTERING, AND CLARIFYING MACHINE OPERATORS | 758, COMPRESSING AND COMPACTING MACHINE OPERATORS | 759, PAINTING AND PAINT SPRAYING MACHINE OPERATORS | 763, ROASTING AND BAKING MACHINE OPERATORS, FOOD | 764, WASHING, CLEANING, AND PICKLING MACHINE OPERATORS | 765, FOLDING MACHINE OPERATORS | 766, FURNACE, KILN, AND OVEN OPERATORS, EXC. FOOD | 768, CRUSHING AND GRINDING MACHINE OPERATORS | 769, SLICING AND CUTTING MACHINE OPERATORS | 773, MOTION PICTURE PROJECTIONISTS | 774, PHOTOGRAPHIC PROCESS MACHINE OPERATORS | 777, MISCELLANEOUS MACHINE OPERATORS, N.E.C. | 779, MACHINE OPERATORS, NOT SPECIFIED | 783, WELDERS AND CUTTERS | 784, SOLDERERS AND BRAZERS | 785, ASSEMBLERS | 786, HAND CUTTING AND TRIMMING OCCUPATIONS | 787, HAND MOLDING, CASTING, AND FORMING OCCUPATIONS | 789, HAND PAINTING, COATING, AND DECORATING OCCUPATIONS | 793, HAND ENGRAVING AND PRINTING OCCUPATIONS | 794, HAND GRINDING AND POLISHING OCCUPATIONS | 795, MISCELLANEOUS HAND WORKING OCCUPATIONS | 796, PRODUCTION INSPECTORS, CHECKERS, AND EXAMINERS | 797, PRODUCTION TESTERS | 798, PRODUCTION SAMPLERS AND WEIGHERS | 799, GRADERS AND SORTERS, EXC. AGRICULTURAL | 803, SUPERVISORS, MOTOR VEHICLE OPERATORS | 804, TRUCK DRIVERS, HEAVY | 805, TRUCK DRIVERS, LIGHT | 806, DRIVER-SALES WORKERS | 808, BUS DRIVERS | 809, TAXICAB DRIVERS AND CHAUFFEURS | 813, PARKING LOT ATTENDANTS | 814, MOTOR TRANSPORTATION OCCUPATIONS, N.E.C. | 823, RAILROAD CONDUCTORS AND YARDMASTERS | 824, LOCOMOTIVE OPERATING OCCUPATIONS | 825, RAILROAD BRAKE, SIGNAL, AND SWITCH OPERATORS | 826, RAIL VEHICLE OPERATORS, N.E.C. | 828, SHIP CAPTAINS AND MATES, EXCEPT FISHING BOATS | 829, SAILORS AND DECKHANDS | 833, MARINE ENGINEERS | 834, BRIDGE, LOCK, AND LIGHTHOUSE TENDERS | 843, SUPERVISORS, MATERIAL MOVING EQUIPMENT OPERATORS | 844, OPERATING ENGINEERS | 845, LONGSHORE EQUIPMENT OPERATORS | 848, HOIST AND WINCH OPERATORS | 849, CRANE AND TOWER OPERATORS | 853, EXCAVATING AND LOADING MACHINE OPERATORS | 855, GRADER, DOZER, AND SCRAPER OPERATORS | 856, INDUSTRIAL TRUCK AND TRACTOR EQUIPMENT OPERATORS | 859, MISCELLANEOUS MATERIAL MOVING EQUIPMENT OPERATORS | 863, SUPERVISORS, HANDLERS, EQUIPMENT CLEANERS, & LABORERS, N.E.C. | 864, HELPERS, MECHANICS AND REPAIRERS | 865, HELPERS, CONSTRUCTION TRADES | 866, HELPERS, SURVEYOR | 867, HELPERS, EXTRACTIVE OCCUPATIONS | 869, CONSTRUCTION LABORERS | 873, PRODUCTION HELPERS | 875, GARBAGE COLLECTORS | 876, STEVEDORES | 877, STOCK HANDLERS AND BAGGERS | 878, MACHINE FEEDERS AND OFFBEARERS | 883, FREIGHT, STOCK, AND MATERIAL HANDLERS, N.E.C. | 885, GARAGE AND SERVICE STATION RELATED OCCUPATIONS | 887, VEHICLE WASHERS AND EQUIPMENT CLEANERS | 888, HAND PACKERS AND PACKAGERS | 889, LABORERS, EXCEPT CONSTRUCTION | 900, ARMED SERVICES MEMBER | 997, DON'T KNOW | 998, REFUSED | 999, INAPP, NO DATA FOR INDIVIDUAL",Code,,MIDUS 1 Project 1,M1P1
A1PRAGE_2019,"Respondent's calculated age at MIDUS 1 Project 1 phone interview, updated as of 2019",,Numeric,,MIDUS 1 Project 1,M1P1
A1PRSEX,Respondent's sex,"1, MALE | 2, FEMALE | 7, DONT KNOW | 8, REFUSED",Code,,MIDUS 1 Project 1,M1P1
A1PSXEDAG,Sex/Edu/Age category of R,"1, MALE/LO/YOUNGER | 2, MALE/LO/MIDDLE | 3, MALE/LO/OLDER | 4, MALE/HI/YOUNGER | 5, MALE/HI/MIDDLE | 6, MALE/HI/OLDER | 7, FEMALE/LO/YOUNGER | 8, FEMALE/LO/MIDDLE | 9, FEMALE/LO/OLDER | 10, FEMALE/HI/YOUNGER | 11, FEMALE/HI/MIDDLE | 12, FEMALE/HI/OLDER | 99, NOT CALCULATED",Code,,MIDUS 1 Project 1,M1P1
A1PWGHT2,M1 Main RDD Phone post-stratification weight - Race,,Numeric,,MIDUS 1 Project 1,M1P1
A1PWGHT3,M1 Main RDD Phone post-stratification weight - Age,,Numeric,,MIDUS 1 Project 1,M1P1
A1PWGHT4,M1 Main RDD Phone post-stratification weight - Sex,,Numeric,,MIDUS 1 Project 1,M1P1
A1PWGHT5,M1 Main RDD Phone post-stratification weight - Marital Status,,Numeric,,MIDUS 1 Project 1,M1P1
A1PWGHT6,M1 Main RDD Phone post-stratification weight - Education x Race x Sex x Age x Marital Status,,Numeric,,MIDUS 1 Project 1,M1P1
A1SA1,Rate health current,"-1, RESPONDENT DOES NOT HAVE SAQ DATA | 0, WORST | 10, BEST | 97, DONT KNOW | 98, REFUSED | 99, INAPP",Code,,MIDUS 1 Project 1,M1P1
A1SA10K,RX anxiety/depression ever (30 days),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA12A,Headaches frequency (30 days),"1, ALMOST EVERYT DAY | 2, SEVERAL TIMES A WEEK | 3, ONCE A WEEK | 4, SEVERAL TIMES A MONTH | 5, ONCE A MONTH | 6, NOT AT ALL | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA12B,Backaches frequency (30 days),"1, ALMOST EVERYT DAY | 2, SEVERAL TIMES A WEEK | 3, ONCE A WEEK | 4, SEVERAL TIMES A MONTH | 5, ONCE A MONTH | 6, NOT AT ALL | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA12C,Sweat frequency (30 days),"1, ALMOST EVERYT DAY | 2, SEVERAL TIMES A WEEK | 3, ONCE A WEEK | 4, SEVERAL TIMES A MONTH | 5, ONCE A MONTH | 6, NOT AT ALL | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
